Hours_Studied,Attendance(%),Previous_Scores,Parental_Education_Level,Gender,Exam_Score
16,98,88,Postgraduate,Female,70
23,68,86,Postgraduate,Male,68
11,72,94,High School,Male,63
13,70,78,High School,Male,61
29,74,64,College,Male,66
18,97,93,College,Female,75
29,83,64,High School,Male,71
20,90,83,College,Male,69
9,80,60,High School,Male,62
25,61,81,High School,Female,65
16,63,92,College,Female,61
24,82,77,High School,Female,69
20,89,74,Postgraduate,Male,66
11,69,100,High School,Male,64
21,89,51,High School,Female,69
33,92,67,High School,Female,78
23,76,96,High School,Female,68
20,90,82,High School,Female,70
26,76,77,High School,Male,68
21,87,82,Postgraduate,Female,68
21,91,66,College,Female,69
13,100,54,College,Female,68
21,74,64,College,Male,80
26,76,67,High School,Male,67
15,67,74,Postgraduate,Male,64
29,68,70,Postgraduate,Male,64
19,88,76,High School,Male,68
15,97,60,High School,Female,67
26,76,59,Postgraduate,Male,65
18,67,68,High School,Male,66
25,71,74,Postgraduate,Male,67
18,78,67,College,Male,64
20,72,79,Postgraduate,Female,66
23,69,66,College,Male,63
22,89,59,High School,Male,71
8,60,93,Postgraduate,Female,62
13,82,60,College,Female,64
26,92,98,Postgraduate,Male,72
19,71,99,High School,Female,65
17,84,85,College,Female,67
12,87,75,College,Female,65
14,86,90,High School,Male,63
8,78,94,High School,Female,65
19,74,85,Postgraduate,Male,67
16,93,55,High School,Male,67
14,90,50,College,Male,65
20,73,60,High School,Male,64
22,64,59,High School,Female,64
33,63,59,High School,Male,69
11,64,75,High School,Male,60
27,83,76,High School,Male,70
26,62,86,High School,Male,66
15,73,60,College,Female,66
21,90,55,College,Female,68
17,72,83,,Female,62
21,91,74,Postgraduate,Female,70
29,90,83,High School,Female,72
24,70,69,High School,Female,64
23,89,88,Postgraduate,Male,71
17,90,84,High School,Female,67
11,76,83,High School,Female,64
19,68,51,High School,Female,64
27,81,93,College,Female,72
11,97,69,High School,Female,66
14,86,57,College,Female,68
21,67,88,Postgraduate,Female,95
14,87,74,College,Male,64
15,77,52,College,Male,64
17,84,89,High School,Male,68
12,89,72,College,Male,67
14,81,88,Postgraduate,Female,67
24,93,88,High School,Female,71
12,89,55,High School,Female,63
10,85,81,High School,Female,66
16,66,68,Postgraduate,Male,65
24,93,77,High School,Female,68
19,97,54,High School,Male,68
17,65,79,High School,Male,62
20,80,89,Postgraduate,Male,67
10,70,99,High School,Female,65
23,90,66,High School,Female,71
22,89,58,College,Female,71
18,66,68,High School,Male,61
26,95,51,High School,Male,70
13,67,70,High School,Male,60
27,92,96,Postgraduate,Male,70
21,78,60,College,Female,67
18,73,74,Postgraduate,Male,66
20,66,79,High School,Female,63
19,67,59,Postgraduate,Female,65
27,86,67,Postgraduate,Female,75
14,82,96,High School,Male,66
15,65,65,College,Female,61
26,65,82,Postgraduate,Male,65
16,63,57,Postgraduate,Male,61
25,90,83,College,Male,73
30,88,64,College,Female,73
18,62,62,College,Male,63
24,82,56,Postgraduate,Male,67
13,63,52,High School,Male,62
25,96,98,College,Male,71
21,96,71,High School,Male,70
23,88,89,High School,Female,70
16,97,96,High School,Female,69
10,92,60,College,Female,66
23,93,93,High School,Female,72
8,83,85,High School,Female,63
18,72,79,High School,Male,65
26,69,90,College,Female,71
21,73,56,High School,Male,66
32,85,63,High School,Male,69
26,67,57,College,Female,62
16,70,95,High School,Female,66
20,79,55,High School,Female,66
20,69,99,High School,Female,64
11,84,55,,Male,63
14,97,83,High School,Female,68
17,90,83,High School,Male,68
8,87,97,High School,Male,67
20,83,66,College,Female,67
19,80,67,Postgraduate,Female,68
10,67,92,Postgraduate,Male,65
22,96,99,College,Male,74
24,70,52,Postgraduate,Male,85
21,64,82,College,Male,64
18,90,62,High School,Female,67
24,67,86,College,Female,68
24,75,89,College,Female,67
22,61,88,High School,Female,65
15,65,72,Postgraduate,Male,63
22,67,58,Postgraduate,Male,64
27,62,79,College,Male,62
16,86,89,Postgraduate,Female,68
33,93,96,Postgraduate,Female,75
17,75,73,High School,Female,63
20,95,62,College,Male,68
16,69,56,Postgraduate,Male,63
21,73,90,College,Female,68
10,66,77,High School,Male,62
17,85,84,College,Female,67
13,77,58,High School,Male,66
21,85,50,High School,Male,65
26,90,98,Postgraduate,Female,69
24,82,91,High School,Male,70
6,85,70,Postgraduate,Female,64
32,97,73,College,Female,75
22,72,96,College,Male,66
15,74,60,High School,Female,62
21,89,90,Postgraduate,Male,70
21,84,51,High School,Male,68
16,67,94,Postgraduate,Female,66
21,75,79,High School,Male,65
16,79,74,Postgraduate,Male,68
18,77,85,Postgraduate,Female,68
16,67,53,High School,Male,62
11,97,60,College,Female,66
21,90,70,Postgraduate,Female,68
24,79,81,High School,Male,69
23,87,57,High School,Male,67
25,96,69,Postgraduate,Male,74
22,65,63,High School,Male,61
17,70,82,High School,Female,64
25,82,96,High School,Female,69
12,92,58,College,Male,66
15,61,59,High School,Female,61
14,99,80,College,Female,71
26,78,73,College,Female,71
26,74,86,College,Female,69
23,72,64,Postgraduate,Female,66
26,67,77,High School,Male,64
15,92,69,Postgraduate,Male,68
22,98,64,High School,Female,71
19,77,86,High School,Male,66
25,98,90,Postgraduate,Male,94
19,93,66,High School,Female,68
18,79,81,College,Female,66
23,87,59,High School,Male,70
25,77,90,High School,Male,68
16,82,64,Postgraduate,Male,65
20,62,59,High School,Male,64
14,88,97,College,Male,69
5,62,71,College,Male,59
21,93,82,College,Male,70
24,93,90,College,Male,72
22,69,84,College,Male,64
8,73,78,High School,Male,63
18,79,69,College,Male,67
7,84,96,High School,Male,62
28,71,57,Postgraduate,Female,69
13,84,94,High School,Male,66
28,72,85,High School,Female,66
26,62,79,College,Female,63
15,60,66,High School,Male,62
13,64,57,High School,Female,58
22,92,72,College,Male,67
15,98,89,College,Male,68
21,77,87,College,Male,67
17,81,82,College,Male,67
9,66,100,College,Male,62
7,82,99,Postgraduate,Male,66
21,66,70,High School,Female,65
17,84,60,College,Female,67
17,97,73,College,Male,69
24,68,92,High School,Male,67
27,91,73,College,Male,69
18,61,67,High School,Male,62
18,75,87,Postgraduate,Female,67
23,64,83,High School,Male,63
12,74,98,College,Male,65
21,67,77,College,Female,66
23,75,98,College,Female,71
24,77,65,Postgraduate,Male,70
8,72,93,High School,Male,68
15,86,68,High School,Male,67
15,97,90,High School,Male,71
21,76,96,High School,Male,65
23,68,81,Postgraduate,Male,64
29,71,86,College,Female,69
17,94,98,High School,Male,68
17,83,69,College,Male,67
27,78,76,Postgraduate,Male,71
22,66,95,High School,Male,64
28,78,84,College,Female,69
22,71,94,High School,Male,68
13,98,81,Postgraduate,Male,69
12,95,87,High School,Male,67
11,63,51,College,Male,58
24,81,67,High School,Male,66
27,69,89,High School,Male,69
31,76,70,College,Male,70
25,95,68,High School,Male,70
27,81,98,High School,Male,70
17,73,78,Postgraduate,Female,66
13,68,60,College,Female,61
25,92,74,High School,Female,71
23,85,76,College,Female,69
21,79,99,Postgraduate,Male,69
22,69,86,High School,Female,65
22,73,76,College,Male,69
28,98,72,College,Male,74
28,81,96,High School,Male,71
23,76,82,College,Male,68
25,81,68,College,Female,69
23,91,73,High School,Male,68
17,74,64,High School,Male,63
25,67,98,High School,Male,68
12,83,85,College,Male,67
26,87,70,College,Male,71
13,89,59,Postgraduate,Male,66
22,95,59,High School,Male,69
15,75,74,College,Female,68
23,63,73,College,Male,63
20,98,71,College,Male,69
10,77,93,College,Female,66
23,85,99,College,Female,71
17,87,68,Postgraduate,Male,68
25,82,65,High School,Male,69
20,68,89,High School,Female,65
22,90,72,College,Male,68
14,92,61,College,Male,67
16,82,59,High School,Male,65
17,80,64,Postgraduate,Female,65
25,65,50,College,Female,64
30,63,97,High School,Female,69
15,74,72,High School,Male,64
26,72,54,College,Male,66
7,98,58,College,Male,65
13,91,66,High School,Female,69
14,86,78,High School,Female,66
12,81,85,High School,Male,64
10,67,65,High School,Female,61
22,99,98,College,Male,72
19,75,88,Postgraduate,Male,67
22,64,91,College,Female,63
24,80,66,College,Male,69
22,95,69,Postgraduate,Male,70
24,95,77,High School,Male,71
20,60,73,Postgraduate,Female,60
13,95,63,Postgraduate,Female,70
26,71,100,College,Female,69
16,62,92,High School,Female,63
14,94,62,Postgraduate,Male,69
19,95,95,College,Male,71
15,84,79,High School,Female,68
17,83,51,High School,Male,64
22,93,67,College,Female,68
22,91,51,High School,Female,69
15,96,54,College,Female,65
17,82,59,College,Male,68
26,99,74,College,Male,74
23,100,69,Postgraduate,Female,72
32,65,57,High School,Female,67
27,94,70,High School,Female,73
27,80,65,College,Male,68
12,76,71,High School,Male,61
25,85,59,High School,Female,70
20,62,80,College,Female,62
17,80,52,Postgraduate,Female,67
21,95,69,Postgraduate,Male,69
26,69,95,Postgraduate,Female,93
23,77,71,High School,Male,68
15,98,72,College,Female,69
24,77,53,College,Male,68
16,74,80,High School,Male,64
21,78,97,High School,Female,69
18,81,65,Postgraduate,Male,66
19,85,70,High School,Male,68
25,92,79,College,Male,72
14,78,55,High School,Female,63
32,93,98,High School,Male,73
9,81,73,Postgraduate,Male,65
16,74,56,High School,Female,65
22,86,67,College,Male,68
24,89,69,College,Male,70
19,82,67,Postgraduate,Male,65
20,62,85,College,Female,66
22,67,67,College,Male,66
19,71,66,,Female,65
28,71,66,College,Male,69
25,87,89,High School,Female,69
25,61,65,High School,Female,64
14,90,51,High School,Female,66
20,71,68,High School,Male,63
18,72,64,Postgraduate,Female,68
14,81,95,High School,Male,68
22,69,74,College,Female,65
17,95,62,High School,Male,69
24,63,99,Postgraduate,Female,66
14,78,62,College,Male,63
30,94,88,College,Female,72
15,85,82,High School,Male,67
21,72,73,High School,Male,67
25,77,70,High School,Male,68
17,88,94,High School,Male,71
25,99,74,High School,Male,73
13,96,69,High School,Male,68
29,74,68,High School,Female,69
20,100,64,High School,Male,69
16,60,70,High School,Female,63
18,61,56,High School,Male,62
25,93,53,College,Female,70
16,68,77,Postgraduate,Male,66
16,62,73,High School,Female,62
19,69,59,Postgraduate,Female,64
13,77,55,College,Male,63
31,89,57,College,Female,71
17,85,66,Postgraduate,Male,67
25,70,73,Postgraduate,Male,67
21,80,60,College,Male,67
14,97,88,Postgraduate,Male,71
20,93,60,High School,Male,69
25,73,56,High School,Female,93
19,99,100,High School,Male,72
27,88,72,High School,Female,71
26,62,59,High School,Male,63
26,61,95,Postgraduate,Male,65
17,67,62,College,Female,61
14,89,96,College,Female,66
16,67,56,College,Female,61
21,80,92,High School,Male,67
23,64,59,High School,Female,64
7,97,97,College,Female,69
20,74,79,College,Male,64
21,96,59,College,Male,70
18,98,92,High School,Male,73
28,60,70,High School,Male,63
23,79,87,College,Male,68
28,61,82,College,Female,64
19,96,86,High School,Male,69
26,81,67,College,Female,69
30,63,97,College,Female,67
28,64,78,Postgraduate,Male,69
13,75,54,College,Male,62
18,98,53,High School,Male,66
18,88,87,Postgraduate,Female,68
23,95,92,High School,Female,71
24,75,85,Postgraduate,Male,66
15,62,64,College,Female,62
20,99,61,High School,Male,68
8,61,78,High School,Female,59
29,98,60,High School,Female,70
17,75,69,High School,Male,66
20,60,81,College,Male,65
18,88,64,College,Male,66
27,99,69,Postgraduate,Male,73
3,99,68,High School,Female,65
20,66,73,High School,Male,65
19,67,84,,Female,64
17,83,89,Postgraduate,Male,69
30,85,83,Postgraduate,Female,74
15,90,51,High School,Female,68
25,67,95,Postgraduate,Female,65
22,98,79,High School,Male,72
28,86,96,High School,Male,71
16,94,98,High School,Female,69
16,82,73,College,Male,67
27,77,96,Postgraduate,Male,71
23,99,68,College,Male,68
11,83,63,,Female,63
17,95,54,College,Female,69
22,98,73,College,Female,68
25,87,84,College,Male,73
16,82,99,High School,Male,69
3,60,76,High School,Female,58
23,62,87,High School,Male,65
13,68,95,High School,Male,63
8,67,77,College,Male,59
3,70,58,High School,Male,58
25,72,92,High School,Male,66
21,74,79,High School,Male,67
19,77,88,College,Male,67
28,64,83,High School,Male,67
24,62,53,Postgraduate,Female,65
30,87,58,College,Male,71
12,81,64,High School,Male,66
20,78,64,High School,Female,68
10,85,92,High School,Female,65
19,93,80,College,Male,71
19,77,54,High School,Female,64
24,86,69,Postgraduate,Male,72
20,98,78,High School,Male,69
24,94,63,High School,Male,70
24,77,52,High School,Male,66
33,86,69,College,Female,70
18,67,73,Postgraduate,Male,62
14,82,95,Postgraduate,Male,66
21,99,95,High School,Female,70
15,81,75,Postgraduate,Male,63
29,97,74,High School,Female,73
18,76,82,Postgraduate,Female,70
17,100,63,High School,Male,71
17,83,64,High School,Female,65
24,62,50,Postgraduate,Male,64
19,83,54,High School,Male,66
16,71,59,Postgraduate,Male,82
30,61,82,Postgraduate,Female,68
15,93,61,High School,Female,67
20,71,56,College,Male,68
24,92,81,High School,Male,69
10,72,83,High School,Male,63
23,68,53,High School,Female,66
14,99,89,Postgraduate,Female,68
25,74,80,College,Female,71
14,84,70,College,Female,69
24,84,99,Postgraduate,Female,70
27,82,51,College,Male,70
25,97,77,Postgraduate,Male,73
22,87,58,High School,Female,68
19,76,66,High School,Male,65
17,94,57,High School,Male,72
29,67,83,High School,Female,67
16,82,70,College,Female,68
14,98,99,High School,Male,69
24,85,83,College,Female,70
15,93,96,High School,Female,69
14,86,62,High School,Male,68
11,94,66,High School,Male,65
17,98,68,College,Male,70
20,71,92,College,Male,65
21,67,61,High School,Female,61
26,79,97,High School,Male,69
23,88,52,High School,Male,67
19,69,94,High School,Male,65
19,60,73,High School,Male,63
23,74,76,High School,Male,67
28,99,100,High School,Female,76
21,88,94,College,Male,70
17,76,95,Postgraduate,Female,67
14,68,79,College,Female,66
11,74,98,High School,Male,65
24,67,84,College,Female,65
23,64,91,High School,Female,63
23,96,86,,Male,74
19,100,89,College,Male,72
28,67,82,High School,Female,68
17,62,86,High School,Female,62
26,73,72,College,Male,65
20,78,85,High School,Male,69
16,68,64,High School,Male,61
24,72,82,High School,Male,67
22,68,76,High School,Male,66
22,91,95,High School,Male,70
20,89,84,Postgraduate,Male,72
20,85,80,Postgraduate,Male,69
34,75,66,High School,Male,68
27,96,93,College,Male,74
24,99,53,High School,Male,70
21,67,95,High School,Male,67
26,69,83,High School,Female,68
23,81,59,Postgraduate,Female,69
20,64,95,High School,Male,66
18,77,66,College,Male,66
20,83,58,High School,Male,68
1,81,66,College,Male,60
21,73,98,Postgraduate,Male,69
17,82,88,High School,Male,66
30,98,96,Postgraduate,Female,77
20,68,65,College,Male,63
13,86,54,College,Male,66
20,62,78,High School,Female,64
14,63,74,Postgraduate,Female,63
23,82,86,High School,Male,68
22,64,77,College,Male,65
26,61,70,Postgraduate,Male,65
15,67,50,College,Male,64
20,83,73,College,Male,68
12,88,56,High School,Male,62
24,68,96,High School,Male,67
23,87,96,College,Female,73
23,67,90,High School,Female,69
20,85,58,Postgraduate,Male,65
22,76,57,High School,Male,66
30,86,78,College,Male,73
18,100,86,High School,Male,72
21,98,95,High School,Male,72
13,60,95,High School,Female,61
15,95,58,High School,Female,69
21,63,100,Postgraduate,Female,66
27,98,58,Postgraduate,Female,74
18,71,92,College,Female,64
19,75,79,High School,Female,66
18,64,84,College,Female,64
17,64,80,High School,Male,66
22,89,93,High School,Male,72
11,98,82,Postgraduate,Male,71
28,84,92,High School,Female,70
16,89,58,College,Male,67
24,90,93,Postgraduate,Male,71
12,71,100,College,Male,63
24,62,83,College,Female,64
24,60,99,High School,Male,64
22,74,61,Postgraduate,Female,65
14,70,91,High School,Female,65
21,62,58,College,Female,62
13,67,76,High School,Male,65
18,65,83,High School,Male,64
26,97,83,Postgraduate,Male,74
25,66,84,High School,Male,67
20,82,66,Postgraduate,Male,66
14,84,99,Postgraduate,Female,70
24,82,50,Postgraduate,Male,68
20,64,81,,Female,64
6,73,93,High School,Female,58
25,62,95,College,Male,65
20,76,86,High School,Female,68
27,68,79,Postgraduate,Female,64
13,82,73,High School,Male,66
1,88,72,College,Male,92
22,81,71,High School,Male,69
22,77,85,College,Male,68
10,75,87,High School,Female,63
14,94,76,High School,Male,64
37,69,87,College,Female,68
18,89,76,High School,Male,67
24,90,55,Postgraduate,Male,68
